Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2025-02-19 09:33 (-07),On Demand,Matty Maggiacomo,15,Strength,Core,15 min Core Strength,2025-02-18 22:00 (-07),,,,,,,92,95.14,,
2025-02-19 10:49 (-07),On Demand,Christine D'Ercole,30,Cycling,Music,30 min 90s Rock Ride,2025-02-16 13:54 (-07),335,186,44%,89,20.41,10.21,405,142.43,,
2025-02-19 11:20 (-07),On Demand,Christian Vande Velde,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-02-18 04:25 (-07),442,164,38%,103,19.67,14.75,664,150.58,,
2025-02-19 12:05 (-07),On Demand,Christian Vande Velde,15,Cycling,Cool Down,15 min Cool Down Ride,2024-09-05 21:00 (-07),125,139,41%,87,18.51,4.62,198,141.14,,
2025-02-19 12:20 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,40,109.12,,
2025-02-19 17:58 (MST),,,28,Walking,,28 min 6 sec Outdoor Walking,,0,,,,2.58,1.18,138,98.50,,
2025-02-20 00:00 (MST),On Demand,Kirra Michel,5,Meditation,Sleep,5 min Sleep Meditation,2024-12-15 21:00 (MST),,,,,,,,76.53,,
2025-02-20 09:02 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min Classic Rock Ride,2025-02-18 22:00 (-07),327,182,46%,82,20.45,10.23,420,145.51,,
2025-02-20 09:32 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Ride,2025-02-11 18:27 (-07),301,167,41%,92,19.46,9.73,443,150.42,,
2025-02-20 10:03 (-07),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2024-11-14 22:00 (-07),28,94,31%,94,15.74,1.29,60,135.69,,
2025-02-20 10:08 (-07),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-18 22:00 (-07),,,,,,,44,113.20,,
2025-02-20 10:15 (-07),On Demand,Anna Greenberg,10,Meditation,Morning,10 min Morning Meditation,2025-02-11 06:05 (-07),,,,,,,66,96.60,,
2025-02-20 11:10 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-02-16 22:00 (MST),,,,,,,,,,
2025-02-20 13:55 (MST),On Demand,Anna Greenberg,30,Yoga,Flow,30 min Yoga Flow,2025-02-08 09:24 (MST),,,,,,,230,105.24,,
2025-02-21 00:38 (MST),On Demand,Kirra Michel,10,Meditation,Sleep,10 min Sleep Meditation,2024-02-21 09:00 (MST),,,,,,,,72.24,,
2025-02-21 09:12 (-07),On Demand,Kirra Michel,45,Yoga,Slow Flow,45 min Slow Flow,2022-09-13 15:23 (-07),,,,,,,236,88.72,,
2025-02-21 11:00 (-07),Live,Sam Yo,30,Cycling,Music,30 min Grunge Ride,2025-02-21 10:54 (-07),373,207,45%,91,21.49,10.74,460,154.26,,
2025-02-21 11:31 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2023-12-08 00:00 (-07),37,123,42%,78,17.64,1.46,67,142.58,,
2025-02-21 11:37 (-07),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-10-24 21:00 (-07),,,,,,,40,108.35,,
2025-02-22 13:00 (-07),On Demand,Aditi Shah,30,Yoga,Flow,30 min Flow & Let Go,2025-02-22 07:30 (-07),,,,,,,118,80.41,,
2025-02-22 13:34 (-07),On Demand,Charlotte Weidenbach,20,Cycling,Music,20 min Metal Ride,2025-02-22 04:54 (-07),253,211,55%,75,21.65,7.21,295,150.71,,
2025-02-22 13:54 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2025-02-18 22:00 (-07),302,168,42%,92,19.61,9.80,428,147.17,,
2025-02-22 14:25 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),21,70,27%,97,13.86,1.14,52,125.61,,
2025-02-22 14:30 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-11-21 22:00 (-07),,,,,,,41,109.62,,
2025-02-22 23:23 (MST),On Demand,Aditi Shah,10,Meditation,Sleep,10 min Sleep Meditation,2024-08-27 21:00 (MST),,,,,,,,70.04,,
2025-02-23 09:30 (-07),On Demand,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2025-02-22 09:26 (-07),,,,,,,154,88.52,,
2025-02-23 10:20 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Ride,2025-02-23 02:24 (-07),366,203,51%,79,21.39,10.69,434,148.75,,
2025-02-23 10:51 (-07),On Demand,Ben Alldis,45,Cycling,Power Zone,45 min Power Zone Endurance Rock Ride,2025-02-23 06:55 (-07),452,167,42%,90,19.84,14.89,605,142.07,,
2025-02-23 11:36 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2023-06-08 23:00 (-07),41,136,40%,85,18.37,1.52,60,134.07,,
2025-02-23 11:42 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,37,105.90,,
2025-02-24 09:06 (-07),On Demand,Nico Sarani,45,Yoga,Flow,45 min Yoga Flow,2025-02-22 11:25 (-07),,,,,,,229,87.99,,
2025-02-24 10:39 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT & Hills Ride,2025-02-22 13:55 (-07),299,166,42%,90,19.71,9.85,380,137.18,,
2025-02-24 22:18 (MST),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2024-03-15 20:00 (MST),,,,,,,,68.94,,
2025-02-25 12:55 (-07),On Demand,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2025-02-22 11:57 (-07),313,174,42%,92,20.14,10.07,400,141.53,,
2025-02-25 13:26 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Pop Ride,2025-02-04 04:27 (-07),288,160,43%,86,19.48,9.74,400,141.58,,
2025-02-25 13:56 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2025-02-25 04:27 (-07),388,144,43%,83,18.74,14.06,554,134.75,,
2025-02-25 14:42 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),20,66,27%,93,13.53,1.12,45,113.94,,
2025-02-25 14:47 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-19 00:00 (-07),,,,,,,28,93.49,,
2025-02-25 23:40 (MST),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2025-02-23 21:00 (MST),,,,,,,,73.20,,
2025-02-26 10:40 (-07),On Demand,Leanne Hainsby-Alldis,45,Cycling,Music,45 min 90s Ride,2025-02-25 11:24 (-07),543,201,47%,84,21.27,15.95,689,154.05,,
2025-02-26 11:27 (-07),On Demand,Sam Yo,30,Cycling,Climb,30 min Climb Ride,2025-02-24 11:25 (-07),319,177,52%,72,20.05,10.02,451,152.38,,
2025-02-26 11:57 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2023-12-08 00:00 (-07),34,115,41%,74,17.10,1.42,59,132.42,,
2025-02-26 12:03 (-07),On Demand,Robin Arzon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-10-10 21:00 (-07),,,,,,,41,109.54,,
2025-02-26 23:28 (MST),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2025-02-23 21:00 (MST),,,,,,,,73.77,,
2025-02-27 09:13 (-07),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2025-02-23 11:26 (-07),,,,,,,127,80.83,,
2025-02-27 10:02 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 2010s Ride,2025-02-25 22:00 (-07),346,192,48%,81,20.89,10.44,408,143.26,,
2025-02-27 10:32 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min De La Soul Ride,2025-02-06 16:54 (-07),327,182,47%,84,20.22,10.11,432,148.25,,
2025-02-27 11:03 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2024-10-29 21:00 (-07),22,73,29%,89,14.19,1.18,46,118.65,,
2025-02-27 11:08 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-11 08:00 (-07),,,,,,,34,102.10,,
2025-02-27 23:27 (MST),On Demand,Kirra Michel,30,Meditation,Sleep,30 min Sleep Meditation,2024-01-10 09:00 (MST),,,,,,,,70.27,,
2025-02-28 19:46 (-07),On Demand,Jess King,30,Cycling,Music,30 min 90s Rock Ride,2025-02-27 15:25 (-07),331,184,46%,87,20.46,10.23,418,145.61,,
2025-02-28 20:17 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-13 22:00 (-07),29,96,34%,93,15.89,1.32,53,124.67,,
2025-02-28 20:22 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,32,97.49,,
2025-03-01 09:53 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2025-01-27 22:00 (-07),42,140,37%,97,18.10,1.51,49,123.96,,
2025-03-01 10:00 (-07),Live,Hannah Corbin,30,Cycling,Music,30 min 70s Rock Ride,2025-03-01 09:55 (-07),393,218,53%,81,22.04,11.02,511,165.28,,
2025-03-01 10:31 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2024-12-03 04:25 (-07),283,157,47%,87,19.35,9.68,458,153.51,,
2025-03-01 11:02 (-07),On Demand,Matt Wilpers,5,Cycling,Cool Down,5 min Cool Down Ride,2024-04-17 08:00 (-07),17,56,27%,90,12.52,1.04,53,124.63,,
2025-03-01 11:07 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,38,107.10,,
2025-03-01 11:17 (-07),On Demand,Aditi Shah,30,Yoga,Morning,30 min Morning Power Flow,2025-02-25 05:50 (-07),,,,,,,236,107.50,,
2025-03-01 11:49 (-07),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2025-02-27 05:24 (-07),,,,,,,40,86.73,,
2025-03-02 00:27 (MST),On Demand,Aditi Shah,30,Meditation,Sleep,30 min Sleep Meditation,2025-02-08 22:00 (MST),,,,,,,,75.81,,
2025-03-02 10:36 (-07),On Demand,Hannah Frankson,60,Cycling,Music,60 min Hip Hop Ride,2025-02-15 02:24 (-07),719,200,50%,83,21.23,21.23,946,156.85,,
2025-03-02 11:36 (-07),On Demand,Hannah Frankson,5,Cycling,Cool Down,5 min Cool Down Ride,2022-07-16 00:30 (-07),26,88,34%,89,15.33,1.27,57,130.23,,
2025-03-02 11:41 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,39,108.36,,
2025-03-02 23:28 (MST),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2023-10-05 08:00 (MST),,,,,,,,79.17,,
2025-03-03 09:00 (-07),On Demand,Camila Ramon,30,Cycling,Music,30 min EDM Ride,2025-02-22 09:55 (-07),347,193,53%,77,20.87,10.43,418,145.34,,
2025-03-03 09:31 (-07),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2025-03-02 22:00 (-07),340,189,49%,83,20.59,10.29,439,149.62,,
2025-03-03 10:02 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Cool Down,5 min Cool Down Ride,2024-11-05 22:00 (-07),24,81,34%,84,14.84,1.23,50,122.66,,
2025-03-03 10:07 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min AFO Post-Ride Stretch: The 1975,2022-08-19 05:15 (-07),,,,,,,36,102.59,,
2025-03-03 20:50 (MST),On Demand,Kirra Michel,15,Meditation,Relaxation,15 min Deep Relaxation Meditation,2025-03-02 20:00 (MST),,,,,,,,,,
2025-03-03 22:15 (MST),On Demand,Chelsea Jackson Roberts,30,Meditation,Sleep,30 min Sleep Meditation,2025-03-02 21:00 (MST),,,,,,,,64.41,,
2025-03-04 08:55 (-07),On Demand,Christine D'Ercole,60,Cycling,Power Zone,60 min Power Zone Ride,2024-12-16 18:23 (-07),559,155,42%,96,19.10,19.10,799,141.29,,
2025-03-04 09:56 (-07),On Demand,Cody Rigsby,5,Cycling,Cool Down,5 min Cool Down Ride,2024-12-05 22:00 (-07),38,128,45%,74,17.92,1.49,57,129.88,,
2025-03-04 10:02 (-07),On Demand,Leanne Hainsby-Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-02-27 22:00 (-07),,,,,,,38,105.93,,
2025-03-04 12:55 (MST),On Demand,Nico Sarani,30,Yoga,Flow,30 min Yoga Flow,2025-03-02 11:25 (MST),,,,,,,194,97.35,,
2025-03-05 09:06 (-07),On Demand,Ben Alldis,30,Cycling,Music,30 min EDM Ride,2025-03-04 22:00 (-07),401,223,57%,78,22.03,11.02,461,154.59,,
2025-03-05 09:37 (-07),On Demand,Hannah Frankson,45,Cycling,Power Zone,45 min Power Zone Endurance Hip Hop Ride,2025-03-04 22:00 (-07),438,162,43%,91,19.60,14.70,643,147.38,,
2025-03-05 10:22 (-07),On Demand,Ally Love,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-20 22:00 (-07),35,119,43%,78,17.40,1.44,58,130.89,,
2025-03-05 10:27 (-07),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-03-04 22:00 (-07),,,,,,,41,108.39,,
2025-03-06 09:12 (-07),On Demand,Alex Toussaint,30,Cycling,Music,30 min Platinum Producers: Hip Hop Ride,2025-02-24 15:26 (-07),315,175,42%,102,20.11,10.06,431,148.21,,
2025-03-06 09:43 (-07),On Demand,Olivia Amato,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-03-04 04:26 (-07),277,154,41%,94,19.22,9.61,412,144.15,,
2025-03-06 10:13 (-07),On Demand,Jess King,10,Cycling,Cool Down,10 min Cool Down Ride,2025-02-25 22:00 (-07),64,106,36%,93,16.58,2.76,112,127.66,,
2025-03-06 10:24 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-01-09 22:00 (-07),,,,,,,32,97.65,,
2025-03-06 13:36 (MST),On Demand,Kirra Michel,15,Meditation,Relaxation,15 min Calming Meditation,2025-01-07 22:00 (MST),,,,,,,,,,
2025-03-06 22:39 (MST),On Demand,Anna Greenberg,30,Meditation,Sleep,30 min Sleep Meditation,2024-03-16 02:00 (MST),,,,,,,,64.94,,
2025-03-07 13:49 (-07),On Demand,Ally Love,30,Cycling,Music,30 min 90s Ride,2025-03-06 04:24 (-07),346,192,47%,91,20.94,10.47,411,143.99,,
2025-03-07 14:21 (-07),On Demand,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Endurance 80s Ride,2024-06-04 14:25 (-07),432,160,49%,78,19.49,14.62,548,134.11,,
2025-03-07 15:06 (-07),On Demand,Camila Ramon,5,Cycling,Cool Down,5 min Cool Down Ride,2024-09-03 21:00 (-07),41,135,48%,73,17.99,1.50,55,126.87,,
2025-03-07 15:12 (-07),On Demand,Jess King,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2025-03-06 22:00 (-07),,,,,,,28,93.11,,
2025-03-08 08:15 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min 90s Rock Ride,2025-03-07 10:54 (-07),332,184,48%,87,20.53,10.27,420,145.77,,
2025-03-08 08:45 (-07),On Demand,Christine D'Ercole,30,Cycling,Climb,30 min Climb Ride,2025-03-07 15:24 (-07),328,182,53%,75,20.40,10.20,440,149.92,,
2025-03-08 09:16 (-07),On Demand,Tunde Oyeneyin,5,Cycling,Cool Down,5 min Cool Down Ride,2025-03-06 22:00 (-07),33,110,37%,91,16.74,1.39,58,131.64,,
2025-03-08 09:21 (-07),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-05-09 23:00 (-07),,,,,,,36,104.59,,
2025-03-09 02:35 (MST),On Demand,Aditi Shah,15,Meditation,Sleep,15 min Sleep Meditation,2023-05-03 13:00 (MST),,,,,,,,65.28,,
2025-03-09 09:41 (MST),On Demand,Aditi Shah,20,Meditation,Relaxation,20 min Deep Relaxation Meditation,2025-03-07 20:00 (MST),,,,,,,,67.10,,
2025-03-09 18:36 (-07),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2025-03-08 09:26 (-07),,,,,,,209,101.24,,
2025-03-09 20:02 (-07),On Demand,Hannah Corbin,30,Cycling,Music,30 min Alternative Rock Ride,2025-03-08 05:54 (-07),298,166,47%,85,19.67,9.84,381,137.55,,
2025-03-10 00:50 (MST),On Demand,Kirra Michel,15,Meditation,Sleep,15 min Sleep Meditation,2023-04-28 08:00 (MST),,,,,,,,66.85,,
2025-03-10 09:15 (MST),On Demand,Kirra Michel,30,Yoga,Flow,30 min Yoga Flow,2025-03-01 09:26 (MST),,,,,,,192,96.62,,
2025-03-10 09:49 (MST),On Demand,Ben Alldis,5,Strength,Core,5 min Core Strength,2025-03-10 04:55 (MST),,,,,,,36,101.96,,
2025-03-10 09:56 (MST),On Demand,Kirra Michel,10,Meditation,Daily Meditation,10 min Daily Meditation,2025-03-09 21:00 (MST),,,,,,,,76.84,,
2025-03-10 18:10 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2025-03-08 11:56 (-07),341,189,45%,97,20.80,10.40,451,152.33,,
2025-03-10 18:41 (-07),On Demand,Denis Morton,30,Cycling,Power Zone,30 min Power Zone Rock Ride,2025-03-08 09:55 (-07),295,164,43%,93,19.42,9.71,437,149.35,,
2025-03-10 19:11 (-07),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-11 22:00 (-07),28,94,35%,89,15.72,1.31,56,128.46,,
2025-03-10 19:18 (-07),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-07-04 23:00 (-07),,,,,,,36,104.42,,
2025-03-10 21:38 (MST),On Demand,Chelsea Jackson Roberts,10,Meditation,Sleep,10 min Sleep Meditation,2024-06-18 08:00 (MST),,,,,,,,68.61,,
2025-03-11 00:00 (MST),On Demand,Aditi Shah,20,Meditation,Sleep,20 min Sleep Meditation,2024-07-03 08:00 (MST),,,,,,,,71.35,,
2025-03-11 08:59 (MST),On Demand,Nico Sarani,30,Yoga,Slow Flow,30 min Slow Flow,2025-02-23 11:26 (MST),,,,,,,133,82.76,,
2025-03-11 09:40 (-07),On Demand,Sam Yo,30,Cycling,Music,30 min 80s Ride,2025-03-10 11:25 (-07),348,193,50%,84,20.95,10.48,451,153.00,,
2025-03-11 10:12 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min 90s Ride,2025-03-10 08:54 (-07),324,180,46%,90,20.39,10.20,469,156.29,,
2025-03-11 10:42 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2024-10-29 21:00 (-07),20,66,29%,92,13.59,1.12,54,126.68,,
2025-03-11 10:48 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-09-03 21:00 (-07),,,,,,,39,107.57,,
2025-03-11 23:46 (MST),On Demand,Kirra Michel,20,Meditation,Sleep,20 min Sleep Meditation,2023-03-07 09:00 (MST),,,,,,,,66.51,,
2025-03-12 13:26 (-07),On Demand,Denis Morton,45,Cycling,Music,45 min 80s Ride,2025-03-08 13:56 (-07),487,180,48%,86,20.44,15.33,694,155.72,,
2025-03-12 14:12 (-07),On Demand,Ben Alldis,30,Cycling,Power Zone,30 min Power Zone 90s Ride,2025-03-11 03:25 (-07),282,157,41%,94,18.90,9.45,458,153.67,,
2025-03-12 14:43 (-07),On Demand,Camila Ramon,5,Cycling,Cool Down,5 min Cool Down Ride,2025-03-11 21:00 (-07),32,105,38%,84,16.18,1.37,61,136.25,,
2025-03-12 14:49 (-07),On Demand,Christine D'Ercole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-06-13 23:00 (-07),,,,,,,40,108.42,,
2025-03-12 23:20 (MST),On Demand,Kirra Michel,10,Meditation,Sleep,10 min Sleep Meditation,2022-04-08 07:00 (MST),,,,,,,,73.90,,
2025-03-13 09:21 (-07),On Demand,Kirra Michel,30,Yoga,Power,30 min Power Slow Flow,2025-03-11 14:57 (-07),,,,,,,195,98.41,,
2025-03-13 16:42 (-07),On Demand,Bradley Rose,30,Cycling,Music,30 min Classic Rock Ride,2025-03-11 12:54 (-07),384,213,49%,89,21.79,10.90,460,154.37,,
2025-03-13 18:57 (-07),On Demand,Denis Morton,60,Cycling,Power Zone,60 min Power Zone Endurance Ride,2025-03-11 17:25 (-07),609,169,44%,90,19.92,19.92,792,140.54,,
2025-03-13 19:58 (-07),On Demand,Emma Lovewell,5,Cycling,Cool Down,5 min Cool Down Ride,2025-02-18 22:00 (-07),26,86,33%,88,15.20,1.27,49,119.70,,
2025-03-13 20:04 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-05-04 23:00 (-07),,,,,,,31,96.68,,
2025-03-14 09:56 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2025-03-10 22:00 (-07),35,118,34%,102,17.15,1.43,50,121.41,,
2025-03-14 10:01 (-07),On Demand,Leanne Hainsby-Alldis,30,Cycling,Music,30 min 2010s Ride,2025-03-11 11:24 (-07),406,225,50%,89,22.31,11.16,499,162.70,,
2025-03-14 10:36 (-07),On Demand,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Endurance Ride,2025-03-11 21:00 (-07),286,159,43%,91,19.41,9.71,432,148.32,,
2025-03-14 11:06 (-07),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2025-01-14 22:00 (-07),30,99,40%,75,15.94,1.33,54,126.60,,
2025-03-14 11:12 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-09-07 06:00 (-07),,,,,,,36,103.42,,
